Patient_4_ictal_segment_1.mat,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Patient_4_ictal_segment_1.mat,0.10000000000000001,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Patient_4_ictal_segment_1.mat,0.20000000000000001,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Patient_4_ictal_segment_1.mat,0.29999999999999999,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Patient_4_ictal_segment_1.mat,0.40000000000000002,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Patient_4_ictal_segment_1.mat,0.5,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Patient_4_ictal_segment_1.mat,0.59999999999999998,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Patient_4_ictal_segment_1.mat,0.69999999999999996,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Patient_4_ictal_segment_1.mat,0.80000000000000004,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Patient_4_ictal_segment_1.mat,0.90000000000000002,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Patient_4_ictal_segment_2.mat,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Patient_4_ictal_segment_2.mat,1.1000000000000001,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Patient_4_ictal_segment_2.mat,1.2,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Patient_4_ictal_segment_2.mat,1.3,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Patient_4_ictal_segment_2.mat,1.3999999999999999,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Patient_4_ictal_segment_2.mat,1.5,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Patient_4_ictal_segment_2.mat,1.6000000000000001,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Patient_4_ictal_segment_2.mat,1.7,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Patient_4_ictal_segment_2.mat,1.8,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
